"id";"dht11_umidade";"dht11_temperatura";"lm35_temperatura";"luminosidade";"chave"
605;57.0;25.0;0.0;24.0;0
606;57.0;25.0;0.0;23.0;0
607;57.0;25.0;0.0;23.0;0
608;57.0;25.0;0.0;24.0;0
609;57.0;25.0;0.0;24.0;0
610;58.0;25.0;0.0;24.0;0
611;58.0;25.0;0.0;24.0;0
612;57.0;25.0;0.0;24.0;0
613;57.0;25.0;0.0;23.0;0
614;57.0;25.0;0.0;24.0;0
615;57.0;25.0;0.0;24.0;0
616;57.0;25.0;0.0;23.0;0
617;57.0;25.0;0.0;23.0;0
618;57.0;25.0;0.0;24.0;0
619;57.0;25.0;0.0;24.0;0
620;56.0;25.0;0.0;24.0;0
621;56.0;25.0;0.0;23.0;0
622;56.0;25.0;0.0;23.0;0
623;56.0;25.0;0.0;24.0;0
624;56.0;25.0;0.0;23.0;0
625;56.0;25.0;0.0;24.0;0
626;56.0;25.0;0.0;24.0;0
627;56.0;25.0;0.0;24.0;0
628;56.0;25.0;0.0;24.0;0
629;56.0;25.0;0.0;24.0;0
630;56.0;25.0;0.0;24.0;0
631;56.0;25.0;0.0;24.0;0
632;56.0;25.0;0.0;24.0;0
633;56.0;25.0;0.0;24.0;0
634;56.0;25.0;0.0;23.0;0
635;56.0;25.0;0.0;24.0;0
636;56.0;25.0;0.0;23.0;0
637;56.0;25.0;0.0;24.0;0
638;56.0;25.0;0.0;24.0;0
639;56.0;25.0;0.0;24.0;0
640;56.0;25.0;0.0;24.0;0
641;56.0;25.0;0.0;24.0;0
642;56.0;25.0;0.0;24.0;0
643;56.0;25.0;0.0;24.0;0
644;56.0;25.0;0.0;24.0;0
645;56.0;25.0;0.0;24.0;0
646;56.0;25.0;0.0;24.0;0
647;56.0;25.0;0.0;24.0;0
648;56.0;25.0;0.0;23.0;0
649;56.0;25.0;0.0;23.0;0
650;56.0;25.0;0.0;24.0;0
651;56.0;25.0;0.0;24.0;0
652;56.0;25.0;0.0;23.0;0
653;56.0;25.0;0.0;23.0;0
654;56.0;25.0;0.0;24.0;0
655;56.0;25.0;0.0;23.0;0
656;56.0;25.0;0.0;24.0;0
657;56.0;25.0;0.0;23.0;0
658;57.0;25.0;0.0;24.0;0
659;56.0;25.0;0.0;23.0;0
660;56.0;25.0;0.0;24.0;0
661;56.0;25.0;0.0;24.0;0
662;56.0;25.0;0.0;23.0;0
663;56.0;25.0;0.0;24.0;0
664;56.0;25.0;0.0;23.0;0
665;56.0;25.0;0.0;24.0;0
666;56.0;25.0;0.0;24.0;0
667;56.0;25.0;0.0;24.0;0
668;56.0;25.0;0.0;24.0;0
669;56.0;25.0;0.0;23.0;0
670;56.0;25.0;0.0;24.0;0
671;56.0;25.0;0.0;24.0;0
672;56.0;25.0;0.0;23.0;0
673;56.0;25.0;0.0;24.0;0
674;56.0;25.0;0.0;23.0;0
675;56.0;25.0;0.0;24.0;0
676;56.0;25.0;0.0;23.0;0
677;56.0;25.0;0.0;24.0;0
678;56.0;25.0;0.0;24.0;0
679;56.0;25.0;0.0;24.0;0
680;56.0;25.0;0.0;24.0;0
681;56.0;25.0;0.0;24.0;0
682;56.0;25.0;0.0;24.0;0
683;56.0;25.0;0.0;24.0;0
684;56.0;25.0;0.0;24.0;0
685;56.0;25.0;0.0;24.0;0
686;56.0;25.0;0.0;24.0;0
687;56.0;25.0;0.0;24.0;0
688;57.0;25.0;0.0;24.0;0
689;57.0;25.0;0.0;24.0;0
690;57.0;25.0;0.0;24.0;0
691;57.0;25.0;0.0;24.0;0
692;57.0;25.0;0.0;24.0;0
693;57.0;25.0;0.0;24.0;0
694;57.0;25.0;0.0;23.0;0
695;57.0;25.0;0.0;24.0;0
